case_id	policy	threshold	n_cells	accepted_cells	review_cells	coverage	all_cell_accuracy	accepted_accuracy	accepted_risk	review_accuracy	review_risk	error_capture	open_set_capture	accepted_mean_confidence	model_output
arabidopsis_secondary_root	agent_threshold	0.5	11760	11338	422	0.9641156462585034	0.8664115646258503	0.8808431822190863	0.11915681778091373	0.4786729857819905	0.5213270142180095	0.1400381922342457	0.0	0.8895215171988003	direct_baseline
arabidopsis_secondary_root	agent_threshold	0.6	11760	10675	1085	0.9077380952380952	0.8664115646258503	0.9027634660421545	0.09723653395784543	0.5087557603686635	0.4912442396313364	0.3392743475493316	0.0	0.9105421023887587	direct_baseline
arabidopsis_secondary_root	agent_threshold	0.7	11760	9898	1862	0.8416666666666667	0.8664115646258503	0.9241260860779955	0.07587391392200445	0.5596133190118152	0.44038668098818473	0.5219605346912795	0.0	0.9308007872297432	direct_baseline
arabidopsis_secondary_root	agent_threshold	0.8	11760	8964	2796	0.7622448979591837	0.8664115646258503	0.9424364123159303	0.05756358768406961	0.6226752503576538	0.3773247496423462	0.671546785486951	0.0	0.9493715827755467	direct_baseline
arabidopsis_secondary_root	agent_threshold	0.9	11760	7409	4351	0.6300170068027211	0.8664115646258503	0.9658523417465245	0.0341476582534755	0.6970811307745346	0.3029188692254654	0.8389560789306174	0.0	0.9688714205695775	direct_baseline
arabidopsis_secondary_root	accept_all_baseline		11760	11760	0	1.0	0.8664115646258503	0.8664115646258503	0.13358843537414966	0.0	0.0	0.0	0.0	0.8733630279761905	agent_output
arabidopsis_secondary_root	agent_threshold	0.5	11760	11338	422	0.9641156462585034	0.8664115646258503	0.8808431822190863	0.11915681778091373	0.4786729857819905	0.5213270142180095	0.1400381922342457	0.0	0.8895215171988003	agent_output
arabidopsis_secondary_root	agent_threshold	0.6	11760	10675	1085	0.9077380952380952	0.8664115646258503	0.9027634660421545	0.09723653395784543	0.5087557603686635	0.4912442396313364	0.3392743475493316	0.0	0.9105421023887587	agent_output
arabidopsis_secondary_root	agent_threshold	0.7	11760	9898	1862	0.8416666666666667	0.8664115646258503	0.9241260860779955	0.07587391392200445	0.5596133190118152	0.44038668098818473	0.5219605346912795	0.0	0.9308007872297432	agent_output
arabidopsis_secondary_root	agent_threshold	0.8	11760	8964	2796	0.7622448979591837	0.8664115646258503	0.9424364123159303	0.05756358768406961	0.6226752503576538	0.3773247496423462	0.671546785486951	0.0	0.9493715827755467	agent_output
arabidopsis_secondary_root	agent_threshold	0.9	11760	7409	4351	0.6300170068027211	0.8664115646258503	0.9658523417465245	0.0341476582534755	0.6970811307745346	0.3029188692254654	0.8389560789306174	0.0	0.9688714205695775	agent_output
wheat_nonoverlap	accept_all_baseline		7164	7164	0	1.0	0.6471245114461195	0.6471245114461195	0.3528754885538805	0.0	0.0	0.0	0.0	0.6609392448352875	direct_baseline
wheat_nonoverlap	agent_threshold	0.5	7164	4383	2781	0.6118090452261307	0.6471245114461195	0.7424138717773214	0.2575861282226785	0.4969435454872348	0.5030564545127651	0.5534018987341772	1.0	0.8009763214693133	direct_baseline
wheat_nonoverlap	agent_threshold	0.6	7164	3606	3558	0.5033500837520938	0.6471245114461195	0.7886855241264559	0.2113144758735441	0.5036537380550872	0.4963462619449129	0.6985759493670886	1.0	0.855208618968386	direct_baseline
wheat_nonoverlap	agent_threshold	0.7	7164	2963	4201	0.4135957565605807	0.6471245114461195	0.8288896388795141	0.171110361120486	0.5189240656986431	0.4810759343013568	0.7994462025316456	1.0	0.900406038474519	direct_baseline
wheat_nonoverlap	agent_threshold	0.8	7164	2473	4691	0.34519821328866557	0.6471245114461195	0.8645369995956328	0.13546300040436718	0.5325090599019399	0.46749094009806014	0.8674841772151899	1.0	0.9304487618277396	direct_baseline
wheat_nonoverlap	agent_threshold	0.9	7164	1801	5363	0.25139586823003907	0.6471245114461195	0.9111604664075513	0.08883953359244864	0.5584560880104419	0.44154391198955806	0.9367088607594937	1.0	0.9587145530260966	direct_baseline
wheat_nonoverlap	accept_all_baseline		7164	7164	0	1.0	0.6471245114461195	0.6471245114461195	0.3528754885538805	0.0	0.0	0.0	0.0	0.6609392448352875	agent_output
wheat_nonoverlap	agent_threshold	0.5	7164	4383	2781	0.6118090452261307	0.6471245114461195	0.7424138717773214	0.2575861282226785	0.4969435454872348	0.5030564545127651	0.5534018987341772	1.0	0.8009763214693133	agent_output
wheat_nonoverlap	agent_threshold	0.6	7164	3606	3558	0.5033500837520938	0.6471245114461195	0.7886855241264559	0.2113144758735441	0.5036537380550872	0.4963462619449129	0.6985759493670886	1.0	0.855208618968386	agent_output
wheat_nonoverlap	agent_threshold	0.7	7164	2963	4201	0.4135957565605807	0.6471245114461195	0.8288896388795141	0.171110361120486	0.5189240656986431	0.4810759343013568	0.7994462025316456	1.0	0.900406038474519	agent_output
wheat_nonoverlap	agent_threshold	0.8	7164	2473	4691	0.34519821328866557	0.6471245114461195	0.8645369995956328	0.13546300040436718	0.5325090599019399	0.46749094009806014	0.8674841772151899	1.0	0.9304487618277396	agent_output
wheat_nonoverlap	agent_threshold	0.9	7164	1801	5363	0.25139586823003907	0.6471245114461195	0.9111604664075513	0.08883953359244864	0.5584560880104419	0.44154391198955806	0.9367088607594937	1.0	0.9587145530260966	agent_output
sorghum_sealed_library	accept_all_baseline		19316	19316	0	1.0	0.8219092979913025	0.8219092979913025	0.17809070200869745	0.0	0.0	0.0	0.0	0.8349583006833713	direct_baseline
sorghum_sealed_library	agent_threshold	0.5	19316	17810	1506	0.9220335473182854	0.8219092979913025	0.8580011229646266	0.1419988770353734	0.3950863213811421	0.6049136786188579	0.26482558139534884	0.0	0.8700852152161707	direct_baseline
sorghum_sealed_library	agent_threshold	0.6	19316	16454	2862	0.8518326775729965	0.8219092979913025	0.8840403549288927	0.11595964507110733	0.4647099930118798	0.5352900069881202	0.44534883720930235	0.0	0.8963651935699526	direct_baseline
sorghum_sealed_library	agent_threshold	0.7	19316	14986	4330	0.7758335059018431	0.8219092979913025	0.9081809689043107	0.09181903109568931	0.523325635103926	0.4766743648960739	0.6	0.0	0.9203754933271053	direct_baseline
sorghum_sealed_library	agent_threshold	0.8	19316	13115	6201	0.678970801408159	0.8219092979913025	0.9351124666412505	0.06488753335874953	0.5824866956942428	0.4175133043057571	0.7526162790697675	0.0	0.9443867805566146	direct_baseline
sorghum_sealed_library	agent_threshold	0.9	19316	10371	8945	0.5369124042244772	0.8219092979913025	0.9587310770417511	0.041268922958248966	0.6632755729457798	0.33672442705422023	0.8755813953488372	0.0	0.9678367394658182	direct_baseline
sorghum_sealed_library	accept_all_baseline		19316	19316	0	1.0	0.8219092979913025	0.8219092979913025	0.17809070200869745	0.0	0.0	0.0	0.0	0.8349583006833713	agent_output
sorghum_sealed_library	agent_threshold	0.5	19316	17810	1506	0.9220335473182854	0.8219092979913025	0.8580011229646266	0.1419988770353734	0.3950863213811421	0.6049136786188579	0.26482558139534884	0.0	0.8700852152161707	agent_output
sorghum_sealed_library	agent_threshold	0.6	19316	16454	2862	0.8518326775729965	0.8219092979913025	0.8840403549288927	0.11595964507110733	0.4647099930118798	0.5352900069881202	0.44534883720930235	0.0	0.8963651935699526	agent_output
sorghum_sealed_library	agent_threshold	0.7	19316	14986	4330	0.7758335059018431	0.8219092979913025	0.9081809689043107	0.09181903109568931	0.523325635103926	0.4766743648960739	0.6	0.0	0.9203754933271053	agent_output
sorghum_sealed_library	agent_threshold	0.8	19316	13115	6201	0.678970801408159	0.8219092979913025	0.9351124666412505	0.06488753335874953	0.5824866956942428	0.4175133043057571	0.7526162790697675	0.0	0.9443867805566146	agent_output
sorghum_sealed_library	agent_threshold	0.9	19316	10371	8945	0.5369124042244772	0.8219092979913025	0.9587310770417511	0.041268922958248966	0.6632755729457798	0.33672442705422023	0.8755813953488372	0.0	0.9678367394658182	agent_output
