dataset_id	species	tissue_or_scope	priority	status	accession	source_url	page_url	fetch_status	file_count	file_type_counts	matrix_file_count	candidate_files	recommended_action	download_ready	error
discovered_gse262840	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE262840	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE262840	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE262840	ok	3	mtx_archive:1;seurat_rds:2	3	GSE262840_RAW.tar;GSE262840_Tricycle_Reference_Arabidopsis_Root.rds.gz;GSE262840_rc.integrated_18S_WT_cell_cycle_seu4_all_genes_20230907.rds.gz	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
maize_easy_multiome_seedling	Zea mays	seedling	B	download_candidate	GSE338572	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE338572	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE338572	ok	3	mtx_archive:1;seurat_rds:2	3	GSE338572_AH15AH17_eMultiATAC_Zm_seedling_cpm4_ACR_sparse.rds;GSE338572_AH15AH17_eMultiRNA_Zm_seedling.MergedSeuratObjs.cluster.RDS;GSE338572_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse201931	Solanum lycopersicum	public discovery candidate	A	ncbi_discovery_candidate	GSE201931	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE201931	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE201931	ok	6	metadata_table:4;mtx_component:2	2	GSE201931_V0_barcodes.tsv.gz;GSE201931_V0_features.tsv.gz;GSE201931_V0_matrix.mtx.gz;GSE201931_barcodes.tsv.gz;GSE201931_features.tsv.gz;GSE201931_matrix.mtx.gz	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse232863	Oryza sativa	public discovery candidate	A	ncbi_discovery_candidate	GSE232863	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE232863	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE232863	ok	2	mtx_archive:1;seurat_rds:1	2	GSE232863_RAW.tar;GSE232863_scRNA_omics.Rds	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse243174	Glycine max	public discovery candidate	A	ncbi_discovery_candidate	GSE243174	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243174	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243174	ok	2	mtx_archive:1;tenx_h5:1	2	GSE243174_RAW.tar;GSE243174_filtered_feature_bc_matrix.h5	download 10x H5 subset; convert with tenx_h5_to_npz.py; add corpus manifest	True	
discovered_gse256014	Homo sapiens; Zea mays; Mus musculus	public discovery candidate	A	ncbi_discovery_candidate	GSE256014	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE256014	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE256014	ok	2	h5ad:1;mtx_archive:1	2	GSE256014_RAW.tar;GSE256014_S1.h5ad	download h5ad; inspect obs/var fields; add direct AnnData corpus manifest	True	
discovered_gse259427	Mus musculus	public discovery candidate	A	ncbi_discovery_candidate	GSE259427	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE259427	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE259427	ok	2	h5ad:1;mtx_archive:1	2	GSE259427_RAW.tar;GSE259427_miR203_all.h5ad.gz	download h5ad; inspect obs/var fields; add direct AnnData corpus manifest	True	
discovered_gse269624	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE269624	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269624	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269624	ok	2	mtx_archive:1;seurat_rds:1	2	GSE269624_RAW.tar;GSE269624_seuratOBJ.RDS.gz	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse270866	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE270866	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270866	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270866	ok	2	mtx_archive:1;seurat_rds:1	2	GSE270866_RAW.tar;GSE270866_merged_seurat.rds.gz	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse273033	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE273033	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273033	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273033	ok	2	mtx_archive:1;seurat_rds:1	2	GSE273033_RAW.tar;GSE273033_seuratObj_for_publication.rds.gz	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse273478	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE273478	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273478	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273478	ok	3	archive:1;seurat_rds:2	2	GSE273478_All_context.pass_FDR.cis_caQTL.rds.gz;GSE273478_All_pools.socObj.raw.rds.gz;GSE273478_normalized_chromatin_accessibility_and_covariate_matrices.tar.gz	download Seurat RDS; export with export_seurat_rds_to_mtx.R; build NPZ manifest	True	
discovered_gse308672	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE308672	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308672	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308672	ok	2	mtx_archive:1;seurat_rds:1	2	GSE308672_AtRootHypoxiaIntegrated.rds;GSE308672_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
rice_leaf_stress_snuc_atlas	Oryza sativa	leaf drought and salinity stress	A	download_candidate	GSE313726	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE313726	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE313726	ok	2	mtx_archive:1;seurat_rds:1	2	GSE313726_OsLeafStressIntegrated.rds;GSE313726_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
arabidopsis_callus_regeneration_scrna	Arabidopsis thaliana	calli after 7 and 12 days on callus-inducing medium	B	download_candidate	GSE234192	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234192	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234192	ok	2	mtx_archive:1;seurat_rds:1	2	GSE234192_RAW.tar;GSE234192_processed.rds	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
wheat_soil_root_atlas	Triticum aestivum	soil-grown root	B	download_candidate	GSE270342	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270342	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270342	ok	2	mtx_archive:1;seurat_rds:1	2	GSE270342_RAW.tar;GSE270342_seuratObj_for_publication.rds.gz	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
arabidopsis_scrna_method_benchmark	Arabidopsis thaliana	root	B	download_candidate	GSE300264	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300264	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300264	ok	2	mtx_archive:1;seurat_rds:1	2	GSE300264_RAW.tar;GSE300264_merged_seurat.rds	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
tomato_mycorrhiza_snuc_atlas	Solanum lycopersicum	root mycorrhizal symbiosis	B	download_candidate	GSE314252	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE314252	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE314252	ok	2	mtx_archive:1;seurat_rds:1	2	GSE314252_RAW.tar;GSE314252_seuratObj_for_pub.rds	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse125708	Mus musculus	public discovery candidate	A	ncbi_discovery_candidate	GSE125708	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE125708	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE125708	ok	1	mtx_archive:1	1	GSE125708_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse149198	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE149198	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149198	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149198	ok	1	mtx_archive:1	1	GSE149198_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse149201	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE149201	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149201	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149201	ok	1	mtx_archive:1	1	GSE149201_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse149209	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE149209	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149209	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149209	ok	3	metadata_table:2;mtx_archive:1	1	GSE149209_Ensembl.ensGene.exon.raw.tsv.gz;GSE149209_Ensembl.ensGene.exon.rpkm.tsv.gz;GSE149209_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse157757	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE157757	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157757	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157757	ok	1	mtx_archive:1	1	GSE157757_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse157758	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE157758	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157758	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157758	ok	1	mtx_archive:1	1	GSE157758_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse180121	Liriodendron chinense; Populus trichocarpa; Eucalyptus grandis; Trochodendron aralioides	public discovery candidate	A	ncbi_discovery_candidate	GSE180121	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE180121	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE180121	ok	2	metadata_table:1;mtx_archive:1	1	GSE180121_Internode_section_DEA.csv.gz;GSE180121_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse182507	Medicago truncatula	public discovery candidate	A	ncbi_discovery_candidate	GSE182507	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182507	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182507	ok	1	mtx_archive:1	1	GSE182507_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse190649	Populus tremula x Populus alba	public discovery candidate	A	ncbi_discovery_candidate	GSE190649	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190649	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190649	ok	1	mtx_archive:1	1	GSE190649_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse196882	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE196882	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196882	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196882	ok	3	archive:2;mtx_archive:1	1	GSE196882_Images_capture_area.tar.gz;GSE196882_RAW.tar;GSE196882_XGE22_image.tar.gz	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse210881	Medicago truncatula	public discovery candidate	A	ncbi_discovery_candidate	GSE210881	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE210881	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE210881	ok	1	seurat_rds:1	1	GSE210881_sNucRNA-seq_Medicago_integrated_root_atlas.rds.gz	download Seurat RDS; export with export_seurat_rds_to_mtx.R; build NPZ manifest	True	
discovered_gse213647	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE213647	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE213647	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE213647	ok	1	mtx_archive:1	1	GSE213647_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse214016	Apostichopus japonicus	public discovery candidate	A	ncbi_discovery_candidate	GSE214016	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE214016	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE214016	ok	1	mtx_archive:1	1	GSE214016_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse220277	Arabidopsis	public discovery candidate	A	ncbi_discovery_candidate	GSE220277	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE220277	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE220277	ok	1	mtx_archive:1	1	GSE220277_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse222584	Oryza sativa	public discovery candidate	A	ncbi_discovery_candidate	GSE222584	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE222584	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE222584	ok	1	mtx_archive:1	1	GSE222584_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse223765	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE223765	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE223765	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE223765	ok	1	mtx_archive:1	1	GSE223765_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse224228	Triticum aestivum	public discovery candidate	A	ncbi_discovery_candidate	GSE224228	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE224228	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE224228	ok	1	mtx_archive:1	1	GSE224228_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse224539	Medicago truncatula	public discovery candidate	A	ncbi_discovery_candidate	GSE224539	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE224539	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE224539	ok	1	mtx_archive:1	1	GSE224539_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse226149	Glycine max	public discovery candidate	A	ncbi_discovery_candidate	GSE226149	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226149	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226149	ok	1	mtx_archive:1	1	GSE226149_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse230431	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE230431	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE230431	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE230431	ok	1	mtx_archive:1	1	GSE230431_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse230432	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE230432	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE230432	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE230432	ok	1	mtx_archive:1	1	GSE230432_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse230637	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE230637	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE230637	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE230637	ok	1	mtx_archive:1	1	GSE230637_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
