dataset_id	species	tissue_or_scope	priority	status	accession	source_url	page_url	fetch_status	file_count	file_type_counts	matrix_file_count	candidate_files	recommended_action	download_ready	error
arabidopsis_scrna_method_benchmark	Arabidopsis thaliana	root	B	download_candidate	GSE300264	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300264	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300264	ok	2	mtx_archive:1;seurat_rds:1	2	GSE300264_RAW.tar;GSE300264_merged_seurat.rds	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
tomato_mycorrhiza_snuc_atlas	Solanum lycopersicum	root mycorrhizal symbiosis	B	download_candidate	GSE314252	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE314252	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE314252	ok	2	mtx_archive:1;seurat_rds:1	2	GSE314252_RAW.tar;GSE314252_seuratObj_for_pub.rds	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse125708	Mus musculus	public discovery candidate	A	ncbi_discovery_candidate	GSE125708	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE125708	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE125708	ok	1	mtx_archive:1	1	GSE125708_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse149198	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE149198	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149198	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149198	ok	1	mtx_archive:1	1	GSE149198_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse149201	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE149201	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149201	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149201	ok	1	mtx_archive:1	1	GSE149201_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse149209	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE149209	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149209	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149209	ok	3	metadata_table:2;mtx_archive:1	1	GSE149209_Ensembl.ensGene.exon.raw.tsv.gz;GSE149209_Ensembl.ensGene.exon.rpkm.tsv.gz;GSE149209_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse157757	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE157757	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157757	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157757	ok	1	mtx_archive:1	1	GSE157757_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse157758	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE157758	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157758	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157758	ok	1	mtx_archive:1	1	GSE157758_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse182507	Medicago truncatula	public discovery candidate	A	ncbi_discovery_candidate	GSE182507	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182507	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182507	ok	1	mtx_archive:1	1	GSE182507_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse196882	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE196882	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196882	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196882	ok	3	archive:2;mtx_archive:1	1	GSE196882_Images_capture_area.tar.gz;GSE196882_RAW.tar;GSE196882_XGE22_image.tar.gz	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse210881	Medicago truncatula	public discovery candidate	A	ncbi_discovery_candidate	GSE210881	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE210881	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE210881	ok	1	seurat_rds:1	1	GSE210881_sNucRNA-seq_Medicago_integrated_root_atlas.rds.gz	download Seurat RDS; export with export_seurat_rds_to_mtx.R; build NPZ manifest	True	
discovered_gse220277	Arabidopsis	public discovery candidate	A	ncbi_discovery_candidate	GSE220277	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE220277	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE220277	ok	1	mtx_archive:1	1	GSE220277_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse226149	Glycine max	public discovery candidate	A	ncbi_discovery_candidate	GSE226149	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226149	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226149	ok	1	mtx_archive:1	1	GSE226149_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse267159	Populus trichocarpa	public discovery candidate	A	ncbi_discovery_candidate	GSE267159	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE267159	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE267159	ok	1	mtx_archive:1	1	GSE267159_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
brassicaceae_multi_species_root_atlas	Brassicaceae	roots across five species and abiotic-stress adaptation	A	download_candidate	GSE268881	https://www.nature.com/articles/s41467-026-73270-2	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE268881	ok	7	archive:6;mtx_archive:1	1	GSE268881_RAW.tar;GSE268881_integratedAth.RDS.tar.gz;GSE268881_integratedAthEsaSirSpa.RDS.tar.gz;GSE268881_integratedCsa.RDS.tar.gz;GSE268881_integratedEsa.RDS.tar.gz;GSE268881_integratedSir.RDS.tar.gz;GSE268881_integratedSpa.RDS.tar.gz	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse283835	Populus tremula x Populus alba	public discovery candidate	A	ncbi_discovery_candidate	GSE283835	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283835	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283835	ok	2	metadata_table:1;mtx_archive:1	1	GSE283835_Counts.csv.gz;GSE283835_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse303744	Arabidopsis thaliana; synthetic construct	public discovery candidate	A	ncbi_discovery_candidate	GSE303744	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE303744	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE303744	ok	1	mtx_archive:1	1	GSE303744_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
rice_node_reproductive_stage_atlas	Oryza sativa Japonica Group	node I at booting, flowering, and grain-filling stages	A	download_candidate	GSE308757	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308757	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308757	ok	1	mtx_archive:1	1	GSE308757_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
stevia_leaf_secondary_metabolism_snuc	Stevia rebaudiana	leaf secondary metabolism	A	download_candidate	GSE311951	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE311951	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE311951	ok	1	mtx_archive:1	1	GSE311951_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
tomato_salt_idioblast_atlas	Solanum lycopersicum	leaf salt-stress crystal idioblasts	A	download_candidate	GSE325371	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE325371	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE325371	ok	1	mtx_archive:1	1	GSE325371_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse49607	Cucumis sativus	public discovery candidate	A	ncbi_discovery_candidate	GSE49607	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE49607	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE49607	ok	1	mtx_archive:1	1	GSE49607_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse90142	Glycine max	public discovery candidate	A	ncbi_discovery_candidate	GSE90142	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE90142	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE90142	ok	1	mtx_archive:1	1	GSE90142_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
rice_root_tip_atlas	Oryza sativa	root tip	B	download_candidate	GSE146034	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE146034	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE146034	ok	1	mtx_archive:1	1	GSE146034_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
tomato_rice_root_tip_celltype_atlas	Solanum lycopersicum; Oryza sativa	root tip cell types	B	download_candidate	GSE149217	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149217	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149217	ok	5	metadata_table:4;mtx_archive:1	1	GSE149217_RAW.tar;GSE149217_Rice_ATLAS_raw_counts.csv.gz;GSE149217_Tomato_ATLAS_raw_counts.csv.gz;GSE149217_Tomato_DWL_raw_counts.csv.gz;GSE149217_Tomato_Field_raw_counts.csv.gz	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
cotton_glandular_terpenoid_atlas	Gossypium hirsutum	leaf glandular cells	B	download_candidate	GSE243419	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243419	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243419	ok	1	mtx_archive:1	1	GSE243419_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
arabidopsis_secondary_root_dev_atlas	Arabidopsis thaliana	secondary root	B	download_candidate	GSE270140	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270140	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270140	ok	1	mtx_archive:1	1	GSE270140_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
arabidopsis_lateral_root_founder_atlas	Arabidopsis thaliana	lateral root founder cells	B	download_candidate	GSE302041	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302041	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302041	ok	1	seurat_rds:1	1	GSE302041_LRFC.rds	download Seurat RDS; export with export_seurat_rds_to_mtx.R; build NPZ manifest	True	
marchantia_spore_asymmetry_single_cell	Marchantia polymorpha	spore asymmetry	C	download_candidate	GSE336751	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE336751	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE336751	ok	1	mtx_archive:1	1	GSE336751_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
brassicaceae_regulatory_multiome	Brassicaceae	cell-type regulatory grammar	B	discovery_candidate	GSE332675	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE332675	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE332675	ok	16	h5ad:15;mtx_archive:1	16	GSE332675_RAW.tar;GSE332675_anndata_object.snATAC_Alyrata_flower_buds_combined.h5ad;GSE332675_anndata_object.snATAC_Alyrata_mature_leaf_combined.h5ad;GSE332675_anndata_object.snATAC_Alyrata_root_combined.h5ad;GSE332675_anndata_object.snATAC_Alyrata_shoot.h5ad;GSE332675_anndata_object.snATAC_Athaliana_flower_buds_combined.h5ad;GSE332675_anndata_object.snATAC_Athaliana_mature_leaf_combined.h5ad;GSE332675_anndata_object.snATAC_Athaliana_seedling_combined.h5ad;GSE332675_anndata_object.snATAC_Boleracea_flower_buds_combined.h5ad;GSE332675_anndata_object.snATAC_Boleracea_mature_leaf_combined.h5ad;GSE332675_anndata_object.snATAC_Boleracea_root_combined.h5ad;GSE332675_anndata_object.snATAC_Boleracea_shoot.h5ad	h5ad/MTX files appear ATAC-only; keep as regulatory evidence and do not add to expression corpus until an RNA layer is verified	False	
discovered_gse172277	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE172277	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE172277	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE172277	ok	0		0		no supplementary matrix files found on GEO page; keep as metadata-only or inspect SRA	False	
discovered_gse173087	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE173087	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE173087	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE173087	ok	2	metadata_table:2	0	GSE173087_Cell_name_annotation.csv.gz;GSE173087_Maize_cells_expression_matrix.csv.gz	supplementary files found but no obvious matrix; inspect manually before training use	False	
discovered_gse273926	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE273926	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273926	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273926	ok	0		0		no supplementary matrix files found on GEO page; keep as metadata-only or inspect SRA	False	
discovered_gse289042	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE289042	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE289042	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE289042	ok	0		0		no supplementary matrix files found on GEO page; keep as metadata-only or inspect SRA	False	
discovered_gse290214	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE290214	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE290214	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE290214	ok	0		0		no supplementary matrix files found on GEO page; keep as metadata-only or inspect SRA	False	
discovered_gse295131	Populus trichocarpa	public discovery candidate	A	ncbi_discovery_candidate	GSE295131	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE295131	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE295131	ok	0		0		no supplementary matrix files found on GEO page; keep as metadata-only or inspect SRA	False	
maize_root_ground_tissue_atlas	Zea mays	root tissues	B	download_candidate	GSE172280	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE172280	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE172280	ok	1	metadata_table:1	0	GSE172280_Maize_roottissues_Normalized.csv.gz	supplementary files found but no obvious matrix; inspect manually before training use	False	
