dataset_id	species	tissue_or_scope	priority	status	accession	source_url	page_url	fetch_status	file_count	file_type_counts	matrix_file_count	candidate_files	recommended_action	download_ready	error
brassicaceae_multi_species_root_atlas	Brassicaceae	roots across five species and abiotic-stress adaptation	A	download_candidate	GSE268881	https://www.nature.com/articles/s41467-026-73270-2	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE268881	ok	7	archive:6;mtx_archive:1	1	GSE268881_RAW.tar;GSE268881_integratedAth.RDS.tar.gz;GSE268881_integratedAthEsaSirSpa.RDS.tar.gz;GSE268881_integratedCsa.RDS.tar.gz;GSE268881_integratedEsa.RDS.tar.gz;GSE268881_integratedSir.RDS.tar.gz;GSE268881_integratedSpa.RDS.tar.gz	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
rice_node_reproductive_stage_atlas	Oryza sativa Japonica Group	node I at booting, flowering, and grain-filling stages	A	download_candidate	GSE308757	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308757	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308757	ok	1	mtx_archive:1	1	GSE308757_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
stevia_leaf_secondary_metabolism_snuc	Stevia rebaudiana	leaf secondary metabolism	A	download_candidate	GSE311951	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE311951	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE311951	ok	1	mtx_archive:1	1	GSE311951_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
tomato_salt_idioblast_atlas	Solanum lycopersicum	leaf salt-stress crystal idioblasts	A	download_candidate	GSE325371	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE325371	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE325371	ok	1	mtx_archive:1	1	GSE325371_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
rice_root_tip_atlas	Oryza sativa	root tip	B	download_candidate	GSE146034	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE146034	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE146034	ok	1	mtx_archive:1	1	GSE146034_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
tomato_rice_root_tip_celltype_atlas	Solanum lycopersicum; Oryza sativa	root tip cell types	B	download_candidate	GSE149217	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149217	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149217	ok	5	metadata_table:4;mtx_archive:1	1	GSE149217_RAW.tar;GSE149217_Rice_ATLAS_raw_counts.csv.gz;GSE149217_Tomato_ATLAS_raw_counts.csv.gz;GSE149217_Tomato_DWL_raw_counts.csv.gz;GSE149217_Tomato_Field_raw_counts.csv.gz	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
cotton_glandular_terpenoid_atlas	Gossypium hirsutum	leaf glandular cells	B	download_candidate	GSE243419	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243419	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243419	ok	1	mtx_archive:1	1	GSE243419_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
arabidopsis_secondary_root_dev_atlas	Arabidopsis thaliana	secondary root	B	download_candidate	GSE270140	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270140	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270140	ok	1	mtx_archive:1	1	GSE270140_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
arabidopsis_lateral_root_founder_atlas	Arabidopsis thaliana	lateral root founder cells	B	download_candidate	GSE302041	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302041	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302041	ok	1	seurat_rds:1	1	GSE302041_LRFC.rds	download Seurat RDS; export with export_seurat_rds_to_mtx.R; build NPZ manifest	True	
marchantia_spore_asymmetry_single_cell	Marchantia polymorpha	spore asymmetry	C	download_candidate	GSE336751	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE336751	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE336751	ok	1	mtx_archive:1	1	GSE336751_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
maize_root_ground_tissue_atlas	Zea mays	root tissues	B	download_candidate	GSE172280	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE172280	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE172280	ok	1	metadata_table:1	0	GSE172280_Maize_roottissues_Normalized.csv.gz	supplementary files found but no obvious matrix; inspect manually before training use	False	
